2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02
2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02
2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02
2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02
2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02
2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02
1.832858707557502922e-02,2.030010952902519539e-02,1.975246440306681339e-02,1.997152245345016480e-02,1.865717415115005634e-02,1.865717415115005634e-02,1.876670317634173205e-02,1.953340635268346198e-02,2.040963855421687109e-02,2.128587075575027673e-02,2.062869660460022250e-02,1.898576122672508346e-02,1.909529025191675916e-02,2.095728368017524962e-02,1.931434830230011057e-02,1.909529025191675916e-02,1.986199342825848910e-02,1.876670317634173205e-02,1.909529025191675916e-02,1.800000000000000211e-02,2.073822562979189821e-02,1.898576122672508346e-02,1.843811610076670493e-02,2.019058050383351621e-02,2.106681270536692532e-02,2.073822562979189821e-02,2.292880613362541231e-02,1.953340635268346198e-02,2.161445783132530385e-02,1.942387732749178628e-02,1.920481927710843487e-02,1.975246440306681339e-02,2.051916757940854680e-02,1.887623220153340775e-02,1.854764512595838064e-02,1.854764512595838064e-02,2.457174151150055136e-02,1.931434830230011057e-02,1.964293537787513769e-02,1.810952902519167781e-02,1.964293537787513769e-02,1.986199342825848910e-02,1.975246440306681339e-02,2.194304490690033096e-02,2.402409638554216936e-02,1.942387732749178628e-02,2.358598028477546654e-02,2.030010952902519539e-02,2.128587075575027673e-02,1.997152245345016480e-02
1.513345789575414047e-02,1.929891115263192292e-02,1.980197152245345010e-02,1.974192384511307477e-02,1.633750402680239980e-02,2.386691579150828149e-02,1.783689195283809370e-02,1.727378390567618077e-02,1.915124025513820563e-02,2.102869660460022355e-02,2.144413375426841573e-02,1.824743251079183337e-02,1.880564396623929033e-02,2.100112106178726040e-02,1.756912570066361881e-02,2.021740867212164228e-02,1.847783003672444010e-02,1.736630371754397523e-02,1.833505573094517532e-02,1.440000000000000308e-02,2.506116873912763582e-02,1.754155015785065566e-02,1.639755170414277513e-02,1.874069969718446249e-02,2.250050898782295083e-02,1.917881579795116878e-02,2.493128020101798015e-02,1.821496037626441772e-02,2.270333097094259442e-02,1.812733715611107577e-02,1.912856130403969152e-02,1.933138328715933163e-02,2.229768700470330725e-02,1.815980929063849142e-02,1.648517492429611708e-02,1.648517492429611708e-02,3.118680497390632911e-02,1.780441981831067805e-02,1.877317183171187814e-02,1.589938792603569698e-02,1.853787771406481891e-02,2.036018297790091053e-02,1.956667740480639087e-02,2.884855357257908731e-02,2.604280652019844502e-02,1.577439597964048687e-02,3.063349011017331425e-02,1.976949938792603792e-02,2.644046131048257559e-02,1.974192384511307477e-02
1.059342052702789798e-02,2.199980384457819738e-02,2.129062534873628343e-02,2.018727121988103668e-02,1.391266791310130299e-02,2.236721841254635940e-02,2.062261681981685663e-02,1.562938458302993300e-02,1.658983044274768559e-02,2.285688007605034613e-02,1.890240306195015499e-02,1.807980653113918854e-02,1.528659228580146398e-02,1.965361493193032785e-02,1.654367100933245779e-02,2.052011059878703497e-02,1.965617913891465340e-02,1.675546920605437001e-02,1.849491637015218681e-02,1.043377358490566245e-02,2.426451623059688867e-02,1.935455680860866806e-02,1.253960694761692245e-02,1.807131997670836931e-02,2.707111100845719862e-02,1.767045407743374208e-02,2.381982066901447426e-02,1.841084962187565857e-02,2.084516186833906132e-02,1.728819261305133970e-02,1.834282310150702963e-02,1.954611924440775861e-02,2.126875826178287882e-02,1.695714952231486966e-02,1.330849037153558276e-02,1.401603754134690336e-02,3.102887668928160092e-02,2.732158443885521204e-02,2.092423915012284197e-02,1.360598664256460963e-02,1.580670307909065597e-02,2.274269412226648940e-02,2.041837229657202102e-02,3.788266674608838092e-02,2.672053060187476112e-02,1.316471869518230295e-02,2.993400911485716992e-02,1.949902693003879167e-02,3.301303989846987585e-02,2.478632782365462403e-02
7.357303880672308449e-03,2.070926904016368725e-02,1.828125881374740094e-02,1.912112368311760791e-02,1.185198122345527613e-02,2.143034356317237432e-02,1.988295682530688557e-02,1.238138544318466774e-02,1.896516234574873588e-02,1.721850852122469924e-02,2.886334421514255566e-02,1.885789643432806903e-02,1.167508428261980133e-02,2.380718773262503057e-02,1.142807995228282796e-02,2.683021404387797570e-02,1.980371999899335073e-02,1.405828778145489996e-02,1.610320764436916005e-02,8.763393062082321452e-03,2.557247694736939844e-02,2.613088176977095695e-02,1.052751886193686176e-02,1.634967559053065317e-02,2.575455646740223287e-02,1.310540135759916819e-02,4.583131668175912526e-02,1.805527072431438104e-02,2.802649637006476499e-02,1.437792182565308247e-02,2.051758372323212939e-02,2.123956140897256817e-02,2.277377060162542183e-02,1.518054753566677045e-02,1.048822313406027294e-02,1.391650612931377359e-02,3.113297056926357664e-02,1.989733113890761879e-02,2.256705913462939833e-02,9.665469332222119056e-03,1.398965388750445654e-02,2.065437742454888023e-02,1.775790698244884488e-02,4.025150242562548775e-02,2.454295665899719481e-02,1.691009529720950699e-02,2.997542424238113651e-02,2.071068023812339814e-02,3.182284271254876007e-02,2.488431233874846896e-02
